ID,ra,dec,pmRA,pmDEC,plx,Tmag,Jmag,Vmag,TWOMASS,GAIA,objType,typeSrc
32422219,27.1609760702121,-30.4109992233588,-82.39,46.71,,14.7992,12.302,,01483864-3024396,5022239300847947136,STAR,tmgaia2
70555405,33.783718792838,-30.6669828372583,727.0,-377.0,,14.0658,11.617,,02150802-3040011,4971892010576979840,STAR,tmgaia2
100907328,31.808489740855,-37.3639560239223,422.99,117.92,,14.8531,12.439,16.83,02071403-3721502,4967628688601251200,STAR,tmgaia2
79611981,53.9987486438072,-44.5127014638041,745.286,-373.673,272.245,9.47068,7.523,12.7,03355969-4430453,4848140361962951552,STAR,tmgaia2
161662947,221.071624250377,30.0372630362269,-105.0,-335.0,,14.1349,11.671,18.99,14441717+3002145,1282632682337912832,STAR,tmgaia2
229876034,224.602212041419,28.6660510324494,-112.115,-437.877,41.1852,15.7591,13.083,,14582453+2839580,1269789664970320512,STAR,tmgaia2
616102138,6.73471483074681,-54.4813333390897,349.512,-192.606,43.5915,15.3365,,,,4923179694098110848,STAR,gaia2
257841489,37.1768410891911,16.6591626829198,400.324,-430.72,46.0458,16.328,13.166,,02284243+1639329,82493612948013824,STAR,tmgaia2
118590684,53.9108800745724,-8.48963310934584,1524.0,-329.0,,12.5186,10.377,15.84,03353849-0829223,5165286828773802880,STAR,tmgaia2
278199738,110.998326707728,-80.2549072092304,-412.0,714.0,,13.3978,11.301,17.33,07235966-8015179,5207997014358306816,STAR,tmgaia2
354687625,6.3167667772671,54.3818870511697,-335.0,-369.0,,13.9972,11.775,18.95,00251602+5422547,419624356438705152,STAR,tmgaia2
197614720,327.880799134662,-40.2897526089701,397.18,-269.28,,13.74,11.448,,21513137-4017229,6572811211549713792,STAR,tmgaia2
420130591,291.067940656182,75.5532899109209,369.642,592.374,94.0738,11.8694,9.908,15.75,19241634+7533121,2289304297045379456,STAR,tmgaia2
